chromosome	Genomic_position1	Genomic_position2	Astro	ODC	OPC	L23	L4	L5	L6	Ndnf	Pvalb	Vip	Sst	Endo	MG	MP
chr3	10500000	11000000	0.004918329347856343	-0.0008484408666845411	0.0017014367273077368	0.00238159129221458	0.0006931286539838766	-0.008816520310938358	-0.001890623546205461	0.0015094778034836053	-8.521000272594392e-05	-0.001862363127293065	0.004314185446128249	0.0013893903000280262	-0.0038842694833874703	0.00047988730802899225
chr6	19500000	19000000	0.004627833259291947	-0.0018412526580505074	-0.0015236154838930815	-0.004859924875199794	0.0013830251176841558	0.002146329544484615	0.00020738190651172772	0.0003824947780231014	-0.0014606955432100222	-0.0011460955080110579	0.002230694214813411	0.001847263693343848	-0.0012770744506269693	-0.0007163624395616353
chr3	11000000	10500000	0.0042973656789399685	-0.00041527096764184537	0.0014855539484415203	0.0014576227753423155	5.6343115284107624e-05	-0.005912473052740097	-0.0020494958240306004	0.0007509580289479345	-2.311752177774906e-05	-5.029280437156558e-05	0.0023982874350622295	0.0007877620999352075	-0.0032533698715269564	0.0004701285305600322
chr6	19500000	18500000	0.004105854919180274	-0.0024424921488389374	-0.0004788300837390125	-0.00043004504550481215	0.0008853463630657643	0.00026585463201627134	0.0018588730366900564	-0.0005227790650678798	-0.00016698954859748483	-0.0013035193434916437	-0.0004342554690083489	-0.000974128203233704	-0.0007381454895948991	0.00037525638326769696
chr6	20000000	19000000	0.004067623568698764	0.0004996381146156637	-1.902262301882729e-05	-0.0017309144575847312	-0.0022062757285311817	0.0029674826189875604	-0.0017340987054922153	-0.00080447259824723	-0.00047435859887627884	0.002315630600787699	0.0010220154934359015	-0.0006418779370505945	-0.0004816972999833524	-0.0027796729700639844
chr6	20000000	19500000	0.003673158306628466	0.0005827982909977436	0.000687912866123952	0.0020977911073714493	-0.0014555744011886418	-0.003665996715426445	0.0002651662220159778	0.0015315296826884151	-0.0024551862385123967	0.0018650284386239947	-0.0017575508099980652	0.00035527012078091503	-0.002581284693587804	0.0008569389232434332
chr6	19500000	20000000	0.0036619750782847403	0.0006944888446014374	0.0009431110040168278	0.0027542198324226773	-0.0016098352847620846	-0.002876926213502884	-0.0001242816579178907	0.0013331762864254415	-0.0020117564126849174	0.0012003534473478794	-0.0015777784341480584	0.00044256543624214827	-0.0032348675653338433	0.00040555574814789
chr6	13500000	14000000	0.0034427047707140447	-0.0008571692742407322	-0.00014462758699664846	-0.00031442110193893316	-0.0013266633584862575	0.0017073417897336186	-0.0015445125987753271	-0.0004130689281737432	-0.0001797756427549757	-4.6260678209364416e-05	0.0015220890752971172	-0.002165308897383511	0.0005218030826654285	-0.00020213071256875993
chr6	19000000	19500000	0.003250915394164622	-0.001677052676677704	-0.0012001223396509886	-0.004888690588995814	0.0011352932953741402	0.0018024831893853842	0.001056203618645668	0.0006949901697225868	-0.0015634492156095803	-0.0017250409902771935	0.002482758229598403	0.00207405355758965	-0.0005931062216404826	-0.0008492356617352925
chr6	14000000	13500000	0.0032058781944215298	-0.0009888994012726472	2.8164612012915312e-05	-0.0005433175654616206	-0.0008422540500760079	0.0014819442760199309	-0.001627034111879766	-0.00011435064952820539	-0.000746707254438661	0.00017358568147756158	0.001250632363371551	-0.001636533159762621	0.0005209352762904018	-0.00016204422245209572
chr6	18000000	18000000	0.002953513292595744	0.000801429752027616	-0.0018712474116910015	0.005176034988835454	-0.002224604645743966	0.002445032703690231	-0.0016211278620176018	0.0011500518361572177	-0.0071382028050720695	-0.0005258775141555816	0.0029879465699195864	0.0020447812625207008	-0.002814219065476209	-0.0013635114300996065
chr6	16000000	16500000	0.0027513060951605437	-0.0013234037905931473	0.0005227252026088536	0.0010058743646368384	-0.0008647002083307598	-0.004048651270568371	0.0004996227275114506	-0.0028384375385940076	0.0016203409293666482	-0.001595496223308146	0.0021506002834939864	0.0012019878951832653	0.0023099278565496205	-0.0013916976720793172
chr6	16500000	16500000	0.0025126959779299797	-0.00010289477504556998	0.0012406414840370416	0.0033268619328737257	-0.0024073640117421745	-0.0018969693905091845	0.001660427963361144	-0.0036570256110280753	0.001664861396420747	-0.0012535190733615309	-0.0015801203611772508	-0.0013612454698886723	0.001223020525958418	0.0006306292649242096
chr6	16500000	16000000	0.002371070708613843	-0.0016526248073205352	0.00015181570197455584	0.0013887541426811367	-0.0006821652117650956	-0.003370974725112319	0.0008345260168425739	-0.0031128614209592342	0.0017707020160742104	-0.00226599185843952	0.001493141078390181	0.0022551082773134114	0.002482265152502805	-0.0016627652104943991
chr6	18500000	19500000	0.00224157408811152	-0.0016286702535580843	0.0011251815958530642	-0.0015044614905491472	0.0004497565299971029	0.0008616975828772411	0.0013624934712424875	-0.0010423397819977255	0.00017042252366081812	-0.0007547321511083283	-0.00047562820836901667	-0.0007328665757086128	-0.0005103683331981301	0.0004379413614515215
chr6	19000000	20000000	0.0020831515546888115	0.0008073527598753572	-0.00065566276316531	0.0003839419223368168	-0.0017438182956539094	0.0010151005553780124	-0.0006074848577554803	-0.0002668833534698933	-0.0008757686242461205	0.0022163101704791187	0.0003366022137925029	-0.0008440546458587051	0.00032471316517330707	-0.0021735000889748337
chr3	13500000	13500000	0.002029679380939342	-0.0014197944867191837	0.0015091588255017995	0.0004600441956426948	-1.7209583893418313e-05	0.002207482245285064	0.001826186606194824	-0.000411285026348196	0.000900057633407414	-0.001211072620935738	-0.002728963503614068	-0.0005494828044902533	-0.0010924769216217101	-0.0015023229032522067
chr6	14500000	14500000	0.0020250593312084674	0.0012835285160690546	0.0010612511629005893	-4.47350088506937e-05	0.003399280202575028	-0.00256351885618642	0.007331540295854211	0.0011678408249281348	-0.0049931775778532025	-0.0038141286931931973	-0.000773384072817862	-0.0019293448654934763	-0.0012428811372956262	-0.0009073302033357322
chr6	20000000	18500000	0.002018248999956995	0.00021550407982431352	-0.002474971185438335	0.003183659282512963	8.465711871394888e-05	-0.002368995259166695	-0.0004814908737898804	-0.0002967539312521694	0.0019182381802238524	0.00335189295001328	-0.0018257768359035253	-0.0022786634508520365	-0.00032829410629346966	-0.000717255478957668
chr3	15500000	16000000	0.0019845617120154203	-0.0026913364985375666	0.0024530454771593212	-0.0005686038115527481	-0.00034198943903902547	-0.00013232179335318506	0.0011269333423115312	-0.005006123799830675	0.008438261225819588	-0.002639144333079457	-0.0048009617254138	0.0007566402375232429	0.0013917085831053554	2.933297655545175e-05
chr3	19000000	19000000	0.001961319602560252	-0.002001221769023687	0.0014653562102466822	-0.00041158003732562066	0.0011402850970625878	-0.003971541300415993	0.0035997664555907248	0.0016075000632554293	-0.00020480427774600686	-0.003573129512369633	0.0007897005798440659	-0.0016878643771633505	0.0006421261583454907	0.0006440863886382431
chr6	15500000	14500000	0.001837811165023595	-0.0005122915899846703	0.002971378737129271	0.0015743745578220114	-0.001813817652873695	0.003694120072759688	-0.003039194270968437	-0.00045271529379533606	-0.0019162793178111315	-0.002242070238571614	-0.0007824108120985329	0.0018158676219172775	-0.0014710790244862437	0.00033630581456236543
chr3	10000000	10000000	0.0018251402419991792	-0.0011134047817904502	0.0006538819230627269	0.0004962342150975019	-1.3723236043006181e-05	-0.0014652045560069383	-0.0020845204358920454	0.0005816401026095264	-0.00012952335237059742	9.692416642792524e-06	0.0017342734383419157	7.030779088381677e-05	-0.0002631299052154645	-0.0003016641567228362
chr3	14500000	14500000	0.0018179865670390426	0.0013534248020732776	-0.0007294422714039684	0.003383840061724186	8.839273359626532e-05	0.00245529399253428	-0.0003891958331223577	-0.0003752738382900134	-0.0030450748512521387	-0.0012940636006533168	-0.0013830212381435558	-0.0008352051932888571	-0.0011889790068380535	0.0001413166911333974
chr3	18000000	18500000	0.0017546576447784901	-0.0004593492813000921	0.00021021385691710748	0.0013634657603688537	-0.00036950251960661263	2.3869727738201618e-05	0.0010218600451480596	-0.00017896601966640446	-0.0011850350652821361	-0.00044403689389582723	-0.0010929200652753934	0.0002873188932426274	-0.0029101124266162513	0.0019785357639193536
chr6	18500000	20000000	0.0014822671306319534	-1.7558471881784498e-06	-0.000589640042744577	0.0024132553255185483	-6.921385938767344e-05	-0.0023592142853885887	0.0001786054650438018	-0.0007478265557438135	0.0006714983072015456	0.0016546725062653422	-0.0015965843049343675	-6.168421386973933e-05	-0.0007715316256508231	-0.00020284791826270522
chr3	16000000	15500000	0.0014537452050717547	-0.00291036213748157	0.001869453862309456	-0.0001193811884149909	-0.00012879891437478364	0.0004371397430077195	0.0015359639772213995	-0.0036153725581243635	0.006424179207533598	-0.002576489793136716	-0.003951384266838431	0.0009105979741434566	0.0004810683778487146	0.00018964119080919773
chr6	19000000	19000000	0.00145191092742607	-0.0006538920915772906	0.00029606430543935856	-0.000640259163628798	4.431306858805328e-05	5.416045296442462e-05	0.000446261499018874	-0.0003993564561824314	-0.0008286941971164197	-0.0001325650930766642	-0.00011645822378341109	0.0007260568090714514	-0.0006006672356306808	0.0003531259680187304
chr3	11000000	10000000	0.0014424633933231234	0.0005338246948667802	0.0009993444080464541	0.0006001822919643018	-0.0003306961734779179	4.2208889499306676e-05	-0.0012091055148630403	-0.0006939652375876904	0.0008578815875807777	-0.00111643485724926	0.0005810313974507153	-0.0002984746257425286	-0.0011365489335730672	-0.00027171155234100296
chr3	16000000	16500000	0.001429590187035501	-0.00010839307506103069	-0.001423465390689671	0.002864136768039316	0.00016010988838388585	0.002275322948116809	-0.0007273113376868423	-0.00017107715430029203	-0.0011522321467055008	-0.0005104165466036648	-0.0033211499452590943	-0.00012215568858664483	0.0001356134147499688	0.0006714272825774969
chr3	10500000	10000000	0.0013989987084642053	-0.0011953214416280389	-0.0003049219725653529	0.0027009572135284544	0.0004454614099813625	-0.0016374404774978756	-0.002170754177495837	-0.0008581853689975105	0.00026172838406637313	0.005040130577981472	-0.002719563222490251	0.00042292849757359364	-0.0013031582435360177	-8.085986191872508e-05
chr3	18500000	19500000	0.0013159328111214564	0.0005487863265443594	0.0001391064390190877	-0.0013325455540325493	0.0009586044528987258	-0.0009226235037203878	1.1406742851249874e-05	0.00024998855660669507	0.00020923962802044116	0.0005335296271368861	-0.0012300692789722234	0.00040146290557459	-0.0009312055830378085	4.838681270484813e-05
chr3	18500000	18000000	0.0013058169279247522	-0.0008324577996972948	0.00019247577256464865	0.0019347370194736867	-0.0005533515242859722	0.0005855034745763987	0.0005919662042288109	7.918895207694731e-05	-0.0009157933352980762	-0.001086140552069992	-0.00040873361867852507	-0.0005071023362688721	-0.0020255540497601033	0.0016394450096413494
chr3	19000000	18500000	0.0012539928327896632	-0.00018593179993331432	0.0006558512424817309	-0.0030933491827454416	0.00038955398340476675	-0.00048300838680006566	0.004390006884932518	-0.0034841525834053756	0.003456386458128691	0.0015257710314472207	-0.0019080703030340373	3.970974939875305e-05	-0.0021624187123961748	-0.0003943410440115258
chr3	23000000	23000000	0.0011859504971653222	-0.001270631019724533	-0.0007274512259755284	-0.00030318304197862744	-0.0005716651037801057	0.0007390556507743895	0.000590322626158013	0.0015196046908386052	-0.0012185878673335536	-0.0005880171192984562	-0.00010748801869340241	0.0017420811171177774	-0.0009760092128999531	-1.3981711526867003e-05
chr6	18500000	17500000	0.0011857633595354854	-0.00029264353943290187	0.0004928227121126838	-3.3754040487110613e-07	-0.00025166453756355624	0.0002664725179784	-0.0005532868264708668	0.00014429324655793608	-0.0002837381020071916	0.0005666015043971129	-0.0007117797082173638	0.0005739269297919236	-0.0007227449968922883	-0.00041368496385985054
chr3	15000000	15000000	0.0011836538440547883	-0.0004092028428544836	-0.0011044894810765982	0.003645257337484509	-0.0009308194974437356	0.0004936470300890506	-0.0009347454237286001	0.0008756349910981953	-0.002458819723688066	-0.0021975658019073308	0.002513993624597788	-0.0009727294091135263	0.000551774597261101	-0.00025558953057043255
chr3	10000000	11000000	0.0011387817212380469	0.0006991684233071283	0.0017823441514337901	0.0011128928046673537	-0.0009013036236865446	0.002060988364974037	-0.0016298968344926833	-0.0010712177579989656	0.0013646777171743452	-0.0033327932469546795	0.001199098429060541	-0.0004814030951820314	-0.0006595246668439358	-0.0012818111455999315
chr3	19500000	18500000	0.0011183250229805709	0.0009262975014280528	0.00014744898435310462	-0.0011076827693614177	0.0008966090972535312	-0.0007324812177103013	1.3976221089251339e-05	0.00038808929675724355	9.958525479305535e-05	-0.0003721614659298211	-0.0006072123709600419	0.0004113395778404083	-0.0005108708319312427	-0.0006712623813655228
chr6	18000000	19000000	0.0010748283748398535	-0.0001313104628934525	-0.0008064768218901009	0.0006804997596191242	-0.00018783623054332565	-4.50915249530226e-05	-0.000620060262735933	0.0014479030389338732	-0.001319931953912601	-0.0001636172175494721	0.0007847975357435644	0.00016928386394283735	-0.001246589911170304	0.00036360290432639885
chr6	14500000	15000000	0.0010733599425293504	-0.0014816288370639087	0.00036565321206580845	0.00045527459005825224	-0.0006640258099650965	0.0001242588012246415	-0.0007748936659481842	-0.0003309890011223615	0.0017496353015303613	0.0006516210635254538	-0.001743743265978992	0.0009409000398591161	-0.0005689474026439711	0.00020352475112304092
chr3	21000000	21500000	0.001023779879324138	-0.0027914206963032483	-0.0009396096866112202	-0.000431856419891119	-0.0008266288205049932	-0.002592743723653257	0.0024710383149795234	-2.318076840310823e-05	-0.000768204241830972	0.000990786818874767	0.001209657487925142	0.0027948424220085146	7.547686836915091e-05	-0.00019193754560546948
chr3	23000000	22000000	0.001000974967610091	6.433733069570735e-05	0.00013843933993484825	0.0014340525725856424	0.0006167660292703658	-0.0002592108241515234	9.24339023185894e-05	-0.00018899828428402542	-0.0009665916193625889	-0.0013193168211728334	4.095425538253039e-06	-0.0006617879960685968	0.0006445172140956857	-0.0005997109205054585
chr6	12500000	12500000	0.0009885197607218288	0.0014313848339952528	-9.349429165013134e-05	-0.0030459871981292964	-0.0011520374566316605	0.002068026189226657	-0.0012391866417601704	-0.0002049615766736679	-0.0012193327420391142	0.0018093196966219693	0.0019055390730500221	-3.066951176151633e-05	-0.0009802374755963684	-0.00023688300825597253
chr6	15000000	14500000	0.000985446956474334	-0.002017247467301786	0.0012640859131352045	0.0002285671202116646	-0.0007539595011621713	0.0008874062448740005	-0.0017880698549561202	-0.0001889785737148486	0.0013195092673413456	-5.8919443836202846e-05	-0.0007898437208496035	0.0008893539430573583	-0.00019706645398400723	0.00021971536662022118
chr3	21000000	21000000	0.0009586884290911258	0.0025779800023883583	0.00038170256884768606	0.0014522621757350862	0.0007670451748708728	0.0007547626126324757	-0.0007328456704271957	0.0021935815224424005	-0.003891842905431986	0.0004719417367596179	-0.004707272676751017	0.0009790986776351928	-0.0005660362818161957	-0.0006390655442373827
chr3	16500000	16000000	0.0009472255558648612	-0.0005122927483171225	-0.0017211283673532307	0.0032016318058595062	0.00020719623425975443	0.0016339351655915379	-0.00038876316975802185	-0.0002645245608619007	-0.00010115404147654772	0.00023066462599672378	-0.0032770046032965182	-0.0006434261187678203	-2.5873220511130058e-05	0.0007135134539566935
chr6	11000000	11000000	0.0009299539349740371	0.0006471981949289329	-0.0009719238732941449	-0.0002686495368834585	-0.0005612097425910179	-0.000650860661698971	0.0015910589369013905	6.32636554655619e-05	-0.0004420184915943537	5.556421529036015e-05	-0.00011387358390493318	-0.0006229707330930978	0.0003268160144216381	1.765191336744465e-05
chr6	16500000	17500000	0.000923219442483969	-0.00026157571701332925	0.000663621025159955	-0.0010719980549765752	-0.0005603552039247006	0.0010050223347207066	-0.00027042668662033973	-0.0011457541142590344	0.00017889848095364869	0.0017510971170850097	-0.0009138748981058597	-5.831047310493887e-05	0.0007652839471120387	-0.0010048476280644536
chr6	16000000	18000000	0.0009017810982186348	-0.0003896988564520143	0.00010153920156881213	-0.0010327008902095258	6.26819470198825e-05	0.00014904391173331533	-2.7471389330457898e-06	0.00014537984352500644	-5.461977270897478e-05	-1.0464134538779035e-05	7.91320184362121e-05	-0.00010772271489258855	0.00033013444626703856	-0.00017173881351482124
chr6	13000000	11500000	0.0008920467807911336	-0.00041163678397424517	-8.270739344879985e-05	-0.0005455549260659609	1.0604811541270464e-05	0.00031752253707963975	0.0003589246451156214	-0.00039563900209032	0.00020580999553203582	-0.0009032312460476533	0.0005435221595689654	5.814425894641317e-05	0.0003585511061828583	-0.0004063566855620593
chr6	18500000	18500000	0.0008783800643868744	-0.00014423297325265593	0.0008631753080408089	0.0009078992559807375	-6.202833901625127e-06	0.0004557933119940571	-0.00030670887208543717	0.0005051970132626593	0.0013087624567560852	-0.0025174442795105278	-0.00045823611508239993	-0.0006021589142619632	-0.002123222011141479	0.0012389992247335614
chr6	21000000	19000000	0.000841049023438245	0.0002121765186529956	-0.0003131216129986569	0.0005129307668539695	-4.8068737669382244e-05	-0.00033730638097040355	0.0002208249527029693	-7.865521911298856e-05	2.0339317779871634e-05	-0.0004895515550742858	-6.10215206961584e-05	-0.0008034756436245516	-0.00012017464177915826	0.0004440548596903682
chr6	12000000	13000000	0.0008378690923564136	-0.0007239620084874332	0.00015610055706929415	-0.000301030813716352	0.00020771574127138593	-0.00025755564565770327	0.000689602164493408	-0.00019792359380517156	-0.0018418752122670412	-0.0005943951255176216	0.0013715969282202423	1.74263579538092e-05	0.0008267841520137153	-0.0001903528202092275
chr3	21500000	21000000	0.0008186861959984526	-0.0031901790760457517	-0.0007188026560470462	-0.0006490372063126415	-0.0006128494307631627	-0.0023705212865024806	0.00218282260466367	-0.00012561594012368006	-0.00052242981037125	0.0014355367457028478	0.0008839432368404232	0.0015537295170361177	0.0006509616156108678	0.0006637562255491503
chr3	18500000	19000000	0.0008168728913005907	0.0005002872552722692	0.0007824641477782279	-0.004283120529726148	0.0005868113177712076	-0.0007368198421318084	0.0035699256230145695	-0.0025219543371349574	0.004283675807528198	0.0012208893662318588	-0.0016493740491569041	0.000489338394254446	-0.0029973170603625476	-6.167943356558681e-05
chr6	19000000	18000000	0.0008020804787520319	0.0004340283805504441	-0.0014988919137977064	0.00030627441592514517	0.0001294568610319402	0.0004631591411452973	-0.0003772876487346366	0.001114829338621348	-0.0011052832065615802	-0.000176555901998654	0.0010854534280952065	-8.03039874881506e-05	-0.0011708185687894002	7.385913859252469e-05
chr3	14500000	15500000	0.0007972164035891183	-0.00017364425511914305	0.000271643690939527	0.001333820406580344	-0.00033066610776586456	0.0006008553736592149	0.0005885019949346315	-0.0010620859800837934	-0.0006360550905810669	0.0010327217256417497	-0.0016338697168976068	-0.0007243733503855765	-0.00026067723374580967	0.00019661218975670637
chr6	15500000	16000000	0.0007757572260743473	0.00021526399068534375	0.0016017558751627802	-0.00047976136702345686	-0.0021223727846518157	0.0012381665423163214	-0.0010439323144964875	0.00014613136008847504	0.0006619168154429645	-0.0016672005411237478	0.0016567570331972093	-0.0007632683642441407	0.00036811520985793324	-0.000587327522225678
chr6	20000000	18000000	0.0007536757795605809	-0.00027195505099371077	-0.0001814074261346832	0.0003702630929183215	0.0005221921892371029	-0.000490628018451389	0.00012137158773839474	-0.000764401233755052	-0.0003087322664214298	0.0011089952546171843	-0.0005596989736659453	-0.00035735596538870594	0.0005717141742934473	-0.0005140330911672208
chr3	21000000	19000000	0.0007301916048163548	-0.00023352224670816212	0.00014882053209248626	-0.0005719082255382091	0.0002389130590017885	-0.0005955480330158025	1.9607937429100274e-05	0.0006344076071400195	-0.000467831757850945	-6.060050509404391e-06	-0.0003425379458349198	0.0006439955526730045	-0.0005041672935476527	0.0003056391105928924
chr3	22000000	22000000	0.0007071016458212398	0.00028045381186529993	-0.0012561128358356654	-0.0006602596607990563	-0.0021339398808777332	0.00012549060556921177	0.0024880390148609875	-0.000785982422530651	0.0012936994957271964	-0.00018349481979385018	0.0014355389925185592	-0.00028648795851040634	-0.00011693596752593294	-0.0009071104344911873
chr6	21500000	23500000	0.0007037740826490336	0.00022421724279411137	-0.00017919012607308104	-0.0006196378148160875	-0.0002303067783941515	-2.5916130107361822e-05	0.0007404603762552142	-0.00015854380908422172	0.00032286240384564734	4.499659116845578e-05	0.00020085544674657284	-0.000927261367905885	-0.00025599733635317534	0.00015968712541507556
chr6	22000000	21000000	0.0006966734654270113	-1.2582715135067701e-05	0.0006148051397758536	0.000905304633488413	-0.000786780210910365	-0.0002576563972979784	5.561515572480857e-05	0.00017556333075390284	9.931985950970557e-05	-0.0007776007289066911	3.41146340360865e-05	-0.0008510118816047907	0.00024341076641576365	-0.00013917497508373345
